Entity,Code,Year,Terrorist attacks Unknown,Terrorist attacks Hijacking,Terrorist attacks Hostage Taking (Barricade Incident),Terrorist attacks Unarmed Assault,Terrorist attacks Facility/Infrastructure Attack,Terrorist attacks Hostage Taking (Kidnapping),Terrorist attacks Assassination,Terrorist attacks Armed Assault,Terrorist attacks Bombing/Explosion,Terrorist attacks,Terrorism deaths
Bhutan,BTN,1981,0,0,0,0,0,0,0,0,0,0,0
Botswana,BWA,1981,0,0,0,0,0,0,0,0,0,0,0
Brunei,BRN,1981,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,1981,0,0,0,0,0,0,0,0,0,0,0
Burkina Faso,BFA,1981,0,0,0,0,0,0,0,0,0,0,0
Burundi,BDI,1981,0,0,0,0,0,0,0,0,0,0,0
Cambodia,KHM,1981,0,0,0,0,0,0,0,0,0,0,0
Cameroon,CMR,1981,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,1981,0,0,0,0,0,0,0,0,0,0,0
Chad,TCD,1981,0,0,0,0,0,0,0,0,0,0,0
China,CHN,1981,0,0,0,0,0,0,0,0,0,0,0
Comoros,COM,1981,0,0,0,0,0,0,0,0,0,0,0
Cote d'Ivoire,CIV,1981,0,0,0,0,0,0,0,0,0,0,0
Cuba,CUB,1981,0,0,0,0,0,0,0,0,0,0,0
Czechoslovakia,OWID_CZS,1981,0,0,0,0,0,0,0,0,0,0,0
Democratic Republic of Congo,COD,1981,0,0,0,0,0,0,0,0,0,0,0
Djibouti,DJI,1981,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,DOM,1981,0,0,0,0,0,0,0,0,0,0,0
East Germany,OWID_GDR,1981,0,0,0,0,0,0,0,0,0,0,0
East Timor,TLS,1981,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,GNQ,1981,0,0,0,0,0,0,0,0,0,0,0
Eswatini,SWZ,1981,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,ETH,1981,0,0,0,0,0,0,0,0,0,0,0
Falkland Islands,FLK,1981,0,0,0,0,0,0,0,0,0,0,0
Fiji,FJI,1981,0,0,0,0,0,0,0,0,0,0,0
Finland,FIN,1981,0,0,0,0,0,0,0,0,0,0,0
French Guiana,GUF,1981,0,0,0,0,0,0,0,0,0,0,0
French Polynesia,PYF,1981,0,0,0,0,0,0,0,0,0,0,0
Gabon,GAB,1981,0,0,0,0,0,0,0,0,0,0,0
Gambia,GMB,1981,0,0,0,0,0,0,0,0,0,0,0
Ghana,GHA,1981,0,0,0,0,0,0,0,0,0,0,0
Grenada,GRD,1981,0,0,0,0,0,0,0,0,0,0,0
Guinea,GIN,1981,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,GNB,1981,0,0,0,0,0,0,0,0,0,0,0
Haiti,HTI,1981,0,0,0,0,0,0,0,0,0,0,0
Hungary,HUN,1981,0,0,0,0,0,0,0,0,0,0,0
Iceland,ISL,1981,0,0,0,0,0,0,0,0,0,0,0
Kenya,KEN,1981,0,0,0,0,0,0,0,0,0,0,0
Laos,LAO,1981,0,0,0,0,0,0,0,0,0,0,0
Liberia,LBR,1981,0,0,0,0,0,0,0,0,0,0,0
Libya,LBY,1981,0,0,0,0,0,0,0,0,0,0,0
Luxembourg,LUX,1981,0,0,0,0,0,0,0,0,0,0,0
Macao,MAC,1981,0,0,0,0,0,0,0,0,0,0,0
Madagascar,MDG,1981,0,0,0,0,0,0,0,0,0,0,0
Malawi,MWI,1981,0,0,0,0,0,0,0,0,0,0,0
Malaysia,MYS,1981,0,0,0,0,0,0,0,0,0,0,0
Maldives,MDV,1981,0,0,0,0,0,0,0,0,0,0,0
Mali,MLI,1981,0,0,0,0,0,0,0,0,0,0,0
Malta,MLT,1981,0,0,0,0,0,0,0,0,0,0,0
Mauritania,MRT,1981,0,0,0,0,0,0,0,0,0,0,0
Mauritius,MUS,1981,0,0,0,0,0,0,0,0,0,0,0
Morocco,MAR,1981,0,0,0,0,0,0,0,0,0,0,0
Myanmar,MMR,1981,0,0,0,0,0,0,0,0,0,0,0
Namibia,NAM,1981,0,0,0,0,0,0,0,0,0,0,0
Nepal,NPL,1981,0,0,0,0,0,0,0,0,0,0,0
New Caledonia,NCL,1981,0,0,0,0,0,0,0,0,0,0,0
Niger,NER,1981,0,0,0,0,0,0,0,0,0,0,0
Nigeria,NGA,1981,0,0,0,0,0,0,0,0,0,0,0
North Korea,PRK,1981,0,0,0,0,0,0,0,0,0,0,0
Papua New Guinea,PNG,1981,0,0,0,0,0,0,0,0,0,0,0
Paraguay,PRY,1981,0,0,0,0,0,0,0,0,0,0,0
Qatar,QAT,1981,0,0,0,0,0,0,0,0,0,0,0
Romania,ROU,1981,0,0,0,0,0,0,0,0,0,0,0
Rwanda,RWA,1981,0,0,0,0,0,0,0,0,0,0,0
Saint Kitts and Nevis,KNA,1981,0,0,0,0,0,0,0,0,0,0,0
Saint Lucia,LCA,1981,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,SAU,1981,0,0,0,0,0,0,0,0,0,0,0
Senegal,SEN,1981,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,SLE,1981,0,0,0,0,0,0,0,0,0,0,0
Singapore,SGP,1981,0,0,0,0,0,0,0,0,0,0,0
Solomon Islands,SLB,1981,0,0,0,0,0,0,0,0,0,0,0
South Korea,KOR,1981,0,0,0,0,0,0,0,0,0,0,0
South Sudan,SSD,1981,0,0,0,0,0,0,0,0,0,0,0
Suriname,SUR,1981,0,0,0,0,0,0,0,0,0,0,0
Sweden,SWE,1981,0,0,0,0,0,0,0,0,0,0,0
Taiwan,TWN,1981,0,0,0,0,0,0,0,0,0,0,0
Tanzania,TZA,1981,0,0,0,0,0,0,0,0,0,0,0
Togo,TGO,1981,0,0,0,0,0,0,0,0,0,0,0
Tunisia,TUN,1981,0,0,0,0,0,0,0,0,0,0,0
USSR,OWID_USS,1981,0,0,0,0,0,0,0,0,0,0,0
Uruguay,URY,1981,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,VUT,1981,0,0,0,0,0,0,0,0,0,0,0
Vietnam,VNM,1981,0,0,0,0,0,0,0,0,0,0,0
Wallis and Futuna,WLF,1981,0,0,0,0,0,0,0,0,0,0,0
Western Sahara,ESH,1981,0,0,0,0,0,0,0,0,0,0,0
Yemen,YEM,1981,0,0,0,0,0,0,0,0,0,0,0
Czechia,CZE,1972,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,KAZ,1972,0,0,0,0,0,0,0,0,0,0,0
Tajikistan,TJK,1972,0,0,0,0,0,0,0,0,0,0,0
Russia,RUS,1972,0,0,0,0,0,0,0,0,0,0,0
Croatia,HRV,1972,0,0,0,0,0,0,0,0,0,0,0
Armenia,ARM,1972,0,0,0,0,0,0,0,0,0,0,0
Slovakia,SVK,1972,0,0,0,0,0,0,0,0,0,0,0
Latvia,LVA,1972,0,0,0,0,0,0,0,0,0,0,0
Turkmenistan,TKM,1972,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,UZB,1972,0,0,0,0,0,0,0,0,0,0,0
Serbia,SRB,1972,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,AZE,1972,0,0,0,0,0,0,0,0,0,0,0
Serbia and Montenegro,OWID_SRM,1972,0,0,0,0,0,0,0,0,0,0,0
Montenegro,MNE,1972,0,0,0,0,0,0,0,0,0,0,0
Estonia,EST,1972,0,0,0,0,0,0,0,0,0,0,0
Ukraine,UKR,1972,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,1972,0,0,0,0,0,0,0,0,0,0,0
Germany,DEU,1972,0,0,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina,BIH,1972,0,0,0,0,0,0,0,0,0,0,0
Belarus,BLR,1972,0,0,0,0,0,0,0,0,0,0,0
Kyrgyzstan,KGZ,1972,0,0,0,0,0,0,0,0,0,0,0
Eritrea,ERI,1972,0,0,0,0,0,0,0,0,0,0,0
Slovenia,SVN,1972,0,0,0,0,0,0,0,0,0,0,0
Kosovo,OWID_KOS,1972,0,0,0,0,0,0,0,0,0,0,0
Lithuania,LTU,1972,0,0,0,0,0,0,0,0,0,0,0
Moldova,MDA,1972,0,0,0,0,0,0,0,0,0,0,0
Algeria,DZA,1972,0,0,1,0,0,0,0,0,0,1,0
Argentina,ARG,1972,0,0,0,0,0,2,8,2,8,20,5
Australia,AUS,1972,0,0,0,0,0,0,6,0,2,8,1
Austria,AUT,1972,0,1,0,0,0,0,5,0,1,7,4
Belgium,BEL,1972,0,0,0,0,0,0,4,0,0,4,0
Brazil,BRA,1972,0,0,0,0,0,0,2,1,0,3,0
Brunei,BRN,1972,0,0,0,0,0,0,5,0,0,5,0
Cambodia,KHM,1972,0,0,0,0,0,0,2,0,0,2,1
Canada,CAN,1972,0,0,0,0,0,0,0,0,4,4,1
Colombia,COL,1972,0,0,0,0,0,1,1,0,0,2,1
Czechoslovakia,OWID_CZS,1972,0,0,0,0,0,0,0,0,1,1,26
Egypt,EGY,1972,0,1,0,0,0,0,0,0,0,1,0
El Salvador,SLV,1972,0,0,0,0,0,0,0,0,2,2,0
France,FRA,1972,1,0,0,0,0,1,2,0,7,11,1
Greece,GRC,1972,0,0,0,0,0,0,0,1,1,2,0
India,IND,1972,0,1,0,0,0,0,0,0,0,1,0
Iran,IRN,1972,0,0,0,0,0,0,2,1,12,15,1
Ireland,IRL,1972,0,0,0,0,1,0,0,1,3,5,6
Israel,ISR,1972,0,0,0,0,0,0,14,0,1,15,26
Italy,ITA,1972,0,0,0,0,0,0,0,0,4,4,1
Jordan,JOR,1972,0,0,0,0,0,0,4,0,3,7,2
Kuwait,KWT,1972,0,0,0,0,0,0,0,0,1,1,0
Lebanon,LBN,1972,0,2,0,0,0,0,0,0,1,3,0
Mexico,MEX,1972,0,1,0,0,0,0,0,0,0,1,0
Netherlands,NLD,1972,0,0,0,0,0,0,0,0,1,1,0
Panama,PAN,1972,0,0,0,0,0,0,0,0,1,1,0
Philippines,PHL,1972,0,0,0,0,0,0,0,5,2,7,2
Portugal,PRT,1972,0,0,0,0,0,0,1,0,0,1,0
Spain,ESP,1972,0,0,0,0,2,1,2,4,10,19,2
Sweden,SWE,1972,0,1,0,0,0,0,0,0,2,3,0
Switzerland,CHE,1972,0,0,0,0,0,0,3,0,0,3,0
Thailand,THA,1972,0,0,1,0,0,0,0,0,0,1,0
Turkey,TUR,1972,0,2,0,0,0,1,1,0,5,9,3
United Kingdom,GBR,1972,0,0,0,0,0,7,180,42,63,292,368
United States,USA,1972,0,2,2,0,15,1,9,3,36,68,10
Uruguay,URY,1972,0,0,0,0,0,1,6,0,0,7,0
Venezuela,VEN,1972,0,0,0,0,0,1,0,0,0,1,0
West Germany,OWID_GFR,1972,0,1,0,0,1,0,4,2,16,24,23
World,OWID_WRL,1972,1,12,4,0,19,16,261,62,184,559,484
Afghanistan,AFG,1972,0,0,0,0,0,0,0,0,0,0,0
Albania,ALB,1972,0,0,0,0,0,0,0,0,0,0,0
Andorra,AND,1972,0,0,0,0,0,0,0,0,0,0,0
Angola,AGO,1972,0,0,0,0,0,0,0,0,0,0,0
Antigua and Barbuda,ATG,1972,0,0,0,0,0,0,0,0,0,0,0
Bahamas,BHS,1972,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,1972,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,BGD,1972,0,0,0,0,0,0,0,0,0,0,0
Barbados,BRB,1972,0,0,0,0,0,0,0,0,0,0,0
Belize,BLZ,1972,0,0,0,0,0,0,0,0,0,0,0
Benin,BEN,1972,0,0,0,0,0,0,0,0,0,0,0
Bhutan,BTN,1972,0,0,0,0,0,0,0,0,0,0,0
Bolivia,BOL,1972,0,0,0,0,0,0,0,0,0,0,0
Botswana,BWA,1972,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,1972,0,0,0,0,0,0,0,0,0,0,0
Burkina Faso,BFA,1972,0,0,0,0,0,0,0,0,0,0,0
Burundi,BDI,1972,0,0,0,0,0,0,0,0,0,0,0
Cameroon,CMR,1972,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,CAF,1972,0,0,0,0,0,0,0,0,0,0,0
Chad,TCD,1972,0,0,0,0,0,0,0,0,0,0,0
Chile,CHL,1972,0,0,0,0,0,0,0,0,0,0,0
China,CHN,1972,0,0,0,0,0,0,0,0,0,0,0
Comoros,COM,1972,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,CRI,1972,0,0,0,0,0,0,0,0,0,0,0
Cote d'Ivoire,CIV,1972,0,0,0,0,0,0,0,0,0,0,0
Cuba,CUB,1972,0,0,0,0,0,0,0,0,0,0,0
Cyprus,CYP,1972,0,0,0,0,0,0,0,0,0,0,0
Democratic Republic of Congo,COD,1972,0,0,0,0,0,0,0,0,0,0,0
Denmark,DNK,1972,0,0,0,0,0,0,0,0,0,0,0
Djibouti,DJI,1972,0,0,0,0,0,0,0,0,0,0,0
Dominica,DMA,1972,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,DOM,1972,0,0,0,0,0,0,0,0,0,0,0
East Germany,OWID_GDR,1972,0,0,0,0,0,0,0,0,0,0,0
East Timor,TLS,1972,0,0,0,0,0,0,0,0,0,0,0
Ecuador,ECU,1972,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,GNQ,1972,0,0,0,0,0,0,0,0,0,0,0
Eswatini,SWZ,1972,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,ETH,1972,0,0,0,0,0,0,0,0,0,0,0
Falkland Islands,FLK,1972,0,0,0,0,0,0,0,0,0,0,0
Fiji,FJI,1972,0,0,0,0,0,0,0,0,0,0,0
Finland,FIN,1972,0,0,0,0,0,0,0,0,0,0,0
French Guiana,GUF,1972,0,0,0,0,0,0,0,0,0,0,0
French Polynesia,PYF,1972,0,0,0,0,0,0,0,0,0,0,0
Gabon,GAB,1972,0,0,0,0,0,0,0,0,0,0,0
Gambia,GMB,1972,0,0,0,0,0,0,0,0,0,0,0
Ghana,GHA,1972,0,0,0,0,0,0,0,0,0,0,0
Grenada,GRD,1972,0,0,0,0,0,0,0,0,0,0,0
Guadeloupe,GLP,1972,0,0,0,0,0,0,0,0,0,0,0
Guatemala,GTM,1972,0,0,0,0,0,0,0,0,0,0,0
Guinea,GIN,1972,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,GNB,1972,0,0,0,0,0,0,0,0,0,0,0
Guyana,GUY,1972,0,0,0,0,0,0,0,0,0,0,0
Haiti,HTI,1972,0,0,0,0,0,0,0,0,0,0,0
Honduras,HND,1972,0,0,0,0,0,0,0,0,0,0,0
Hong Kong,HKG,1972,0,0,0,0,0,0,0,0,0,0,0
Hungary,HUN,1972,0,0,0,0,0,0,0,0,0,0,0
Iceland,ISL,1972,0,0,0,0,0,0,0,0,0,0,0
Indonesia,IDN,1972,0,0,0,0,0,0,0,0,0,0,0
Iraq,IRQ,1972,0,0,0,0,0,0,0,0,0,0,0
Jamaica,JAM,1972,0,0,0,0,0,0,0,0,0,0,0
Japan,JPN,1972,0,0,0,0,0,0,0,0,0,0,0
Kenya,KEN,1972,0,0,0,0,0,0,0,0,0,0,0
Laos,LAO,1972,0,0,0,0,0,0,0,0,0,0,0
Lesotho,LSO,1972,0,0,0,0,0,0,0,0,0,0,0
Liberia,LBR,1972,0,0,0,0,0,0,0,0,0,0,0
Libya,LBY,1972,0,0,0,0,0,0,0,0,0,0,0
Luxembourg,LUX,1972,0,0,0,0,0,0,0,0,0,0,0
Macao,MAC,1972,0,0,0,0,0,0,0,0,0,0,0
Madagascar,MDG,1972,0,0,0,0,0,0,0,0,0,0,0
Malawi,MWI,1972,0,0,0,0,0,0,0,0,0,0,0
Malaysia,MYS,1972,0,0,0,0,0,0,0,0,0,0,0
Maldives,MDV,1972,0,0,0,0,0,0,0,0,0,0,0
Mali,MLI,1972,0,0,0,0,0,0,0,0,0,0,0
Malta,MLT,1972,0,0,0,0,0,0,0,0,0,0,0
Martinique,MTQ,1972,0,0,0,0,0,0,0,0,0,0,0
Mauritania,MRT,1972,0,0,0,0,0,0,0,0,0,0,0
Mauritius,MUS,1972,0,0,0,0,0,0,0,0,0,0,0
Morocco,MAR,1972,0,0,0,0,0,0,0,0,0,0,0
Mozambique,MOZ,1972,0,0,0,0,0,0,0,0,0,0,0
Myanmar,MMR,1972,0,0,0,0,0,0,0,0,0,0,0
Namibia,NAM,1972,0,0,0,0,0,0,0,0,0,0,0
Nepal,NPL,1972,0,0,0,0,0,0,0,0,0,0,0
New Caledonia,NCL,1972,0,0,0,0,0,0,0,0,0,0,0
New Zealand,NZL,1972,0,0,0,0,0,0,0,0,0,0,0
Nicaragua,NIC,1972,0,0,0,0,0,0,0,0,0,0,0
Niger,NER,1972,0,0,0,0,0,0,0,0,0,0,0
Nigeria,NGA,1972,0,0,0,0,0,0,0,0,0,0,0
North Korea,PRK,1972,0,0,0,0,0,0,0,0,0,0,0
Norway,NOR,1972,0,0,0,0,0,0,0,0,0,0,0
Pakistan,PAK,1972,0,0,0,0,0,0,0,0,0,0,0
Papua New Guinea,PNG,1972,0,0,0,0,0,0,0,0,0,0,0
Paraguay,PRY,1972,0,0,0,0,0,0,0,0,0,0,0
Peru,PER,1972,0,0,0,0,0,0,0,0,0,0,0
Poland,POL,1972,0,0,0,0,0,0,0,0,0,0,0
Qatar,QAT,1972,0,0,0,0,0,0,0,0,0,0,0
Romania,ROU,1972,0,0,0,0,0,0,0,0,0,0,0
Rwanda,RWA,1972,0,0,0,0,0,0,0,0,0,0,0
Saint Kitts and Nevis,KNA,1972,0,0,0,0,0,0,0,0,0,0,0
Saint Lucia,LCA,1972,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,SAU,1972,0,0,0,0,0,0,0,0,0,0,0
Senegal,SEN,1972,0,0,0,0,0,0,0,0,0,0,0
Seychelles,SYC,1972,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,SLE,1972,0,0,0,0,0,0,0,0,0,0,0
Singapore,SGP,1972,0,0,0,0,0,0,0,0,0,0,0
Solomon Islands,SLB,1972,0,0,0,0,0,0,0,0,0,0,0
Somalia,SOM,1972,0,0,0,0,0,0,0,0,0,0,0
South Africa,ZAF,1972,0,0,0,0,0,0,0,0,0,0,0
South Korea,KOR,1972,0,0,0,0,0,0,0,0,0,0,0
South Sudan,SSD,1972,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,LKA,1972,0,0,0,0,0,0,0,0,0,0,0
Sudan,SDN,1972,0,0,0,0,0,0,0,0,0,0,0
Suriname,SUR,1972,0,0,0,0,0,0,0,0,0,0,0
Syria,SYR,1972,0,0,0,0,0,0,0,0,0,0,0
Taiwan,TWN,1972,0,0,0,0,0,0,0,0,0,0,0
Tanzania,TZA,1972,0,0,0,0,0,0,0,0,0,0,0
Togo,TGO,1972,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,TTO,1972,0,0,0,0,0,0,0,0,0,0,0
Tunisia,TUN,1972,0,0,0,0,0,0,0,0,0,0,0
USSR,OWID_USS,1972,0,0,0,0,0,0,0,0,0,0,0
Uganda,UGA,1972,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,ARE,1972,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,VUT,1972,0,0,0,0,0,0,0,0,0,0,0
Vatican,VAT,1972,0,0,0,0,0,0,0,0,0,0,0
Vietnam,VNM,1972,0,0,0,0,0,0,0,0,0,0,0
Wallis and Futuna,WLF,1972,0,0,0,0,0,0,0,0,0,0,0
Western Sahara,ESH,1972,0,0,0,0,0,0,0,0,0,0,0
Yemen,YEM,1972,0,0,0,0,0,0,0,0,0,0,0
Yemen Arab Republic,OWID_YAR,1972,0,0,0,0,0,0,0,0,0,0,0
Yugoslavia,OWID_YGS,1972,0,0,0,0,0,0,0,0,0,0,0
Zambia,ZMB,1972,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,ZWE,1972,0,0,0,0,0,0,0,0,0,0,0
Czechia,CZE,1976,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,KAZ,1976,0,0,0,0,0,0,0,0,0,0,0
Tajikistan,TJK,1976,0,0,0,0,0,0,0,0,0,0,0
Russia,RUS,1976,0,0,0,0,0,0,0,0,0,0,0
Croatia,HRV,1976,0,0,0,0,0,0,0,0,0,0,0
Armenia,ARM,1976,0,0,0,0,0,0,0,0,0,0,0
Slovakia,SVK,1976,0,0,0,0,0,0,0,0,0,0,0
Latvia,LVA,1976,0,0,0,0,0,0,0,0,0,0,0
Turkmenistan,TKM,1976,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,UZB,1976,0,0,0,0,0,0,0,0,0,0,0
Serbia,SRB,1976,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,AZE,1976,0,0,0,0,0,0,0,0,0,0,0
Serbia and Montenegro,OWID_SRM,1976,0,0,0,0,0,0,0,0,0,0,0
Montenegro,MNE,1976,0,0,0,0,0,0,0,0,0,0,0
Estonia,EST,1976,0,0,0,0,0,0,0,0,0,0,0
Ukraine,UKR,1976,0,0,0,0,0,0,0,0,0,0,0
Georgia,GEO,1976,0,0,0,0,0,0,0,0,0,0,0
Germany,DEU,1976,0,0,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina,BIH,1976,0,0,0,0,0,0,0,0,0,0,0
Belarus,BLR,1976,0,0,0,0,0,0,0,0,0,0,0
Kyrgyzstan,KGZ,1976,0,0,0,0,0,0,0,0,0,0,0
Eritrea,ERI,1976,0,0,0,0,0,0,0,0,0,0,0
Slovenia,SVN,1976,0,0,0,0,0,0,0,0,0,0,0
Kosovo,OWID_KOS,1976,0,0,0,0,0,0,0,0,0,0,0
Lithuania,LTU,1976,0,0,0,0,0,0,0,0,0,0,0
Moldova,MDA,1976,0,0,0,0,0,0,0,0,0,0,0
Algeria,DZA,1976,0,0,0,0,0,0,0,0,1,1,0
Argentina,ARG,1976,0,0,0,0,1,8,23,7,15,54,122
Austria,AUT,1976,0,0,0,0,1,0,0,2,1,4,0
Bahamas,BHS,1976,0,0,0,0,0,0,0,1,0,1,0
Barbados,BRB,1976,0,0,0,0,0,0,0,0,2,2,73
Belgium,BEL,1976,0,0,0,0,1,0,0,0,0,1,0
Bolivia,BOL,1976,0,0,0,0,0,0,0,0,1,1,0
Brazil,BRA,1976,0,0,0,0,0,1,0,0,4,5,0
Chile,CHL,1976,0,0,0,0,0,0,0,1,1,2,0
Colombia,COL,1976,0,0,0,0,1,4,2,7,8,22,10
Costa Rica,CRI,1976,0,0,0,0,0,0,0,0,12,12,0
Ecuador,ECU,1976,0,0,0,0,0,0,1,0,1,2,1
El Salvador,SLV,1976,0,0,0,0,0,1,0,4,8,13,3
Ethiopia,ETH,1976,0,0,0,0,0,5,0,0,0,5,0
France,FRA,1976,1,0,1,0,7,2,5,5,37,58,7
Greece,GRC,1976,0,1,0,1,1,0,1,6,11,21,14
Guatemala,GTM,1976,0,0,0,0,1,1,5,4,2,13,8
India,IND,1976,0,0,0,0,0,0,0,0,1,1,0
Iran,IRN,1976,0,0,0,0,0,0,2,1,1,4,5
Iraq,IRQ,1976,0,0,0,0,0,1,1,0,1,3,12
Ireland,IRL,1976,0,0,0,0,1,0,2,0,2,5,5
Israel,ISR,1976,0,0,0,0,0,0,0,0,2,2,1
Italy,ITA,1976,0,0,2,0,55,3,8,26,79,173,9
Jamaica,JAM,1976,0,0,0,0,0,0,0,0,1,1,0
Japan,JPN,1976,0,0,0,0,0,0,0,0,1,1,2
Jordan,JOR,1976,0,0,1,0,0,0,0,0,0,1,9
Kenya,KEN,1976,0,0,0,0,0,0,0,0,2,2,0
Kuwait,KWT,1976,0,0,0,0,1,0,0,0,0,1,0
Lebanon,LBN,1976,0,0,0,0,0,0,3,0,1,4,4
Mexico,MEX,1976,1,0,0,0,0,5,3,7,4,20,26
Morocco,MAR,1976,0,0,0,0,0,1,0,0,0,1,0
Myanmar,MMR,1976,0,0,0,0,0,0,0,0,2,2,0
Namibia,NAM,1976,0,0,0,0,0,0,1,1,0,2,3
Netherlands,NLD,1976,0,0,0,0,2,0,0,1,0,3,0
Nigeria,NGA,1976,0,0,0,0,0,0,1,0,0,1,3
Pakistan,PAK,1976,0,0,0,0,1,0,0,0,2,3,1
Panama,PAN,1976,0,0,0,0,0,0,0,0,2,2,0
Paraguay,PRY,1976,0,0,0,0,0,0,1,0,0,1,1
Philippines,PHL,1976,0,2,0,0,1,2,0,4,1,10,47
Portugal,PRT,1976,0,0,0,0,0,1,0,0,14,15,3
South Africa,ZAF,1976,0,0,0,0,0,0,0,0,1,1,2
Spain,ESP,1976,0,0,0,0,2,8,7,9,24,50,17
Switzerland,CHE,1976,0,0,0,0,2,0,0,0,2,4,0
Syria,SYR,1976,0,0,1,0,0,0,1,0,0,2,5
Taiwan,TWN,1976,0,0,0,0,0,0,1,0,0,1,0
Trinidad and Tobago,TTO,1976,0,0,0,0,0,0,0,0,1,1,0
Turkey,TUR,1976,2,0,0,0,0,0,0,3,30,35,7
United Kingdom,GBR,1976,1,0,1,0,3,1,126,17,45,194,264
United States,USA,1976,0,1,0,2,12,0,7,8,75,105,4
Venezuela,VEN,1976,0,0,0,0,0,1,0,2,1,4,0
West Germany,OWID_GFR,1976,0,0,0,0,20,0,3,8,19,50,4
World,OWID_WRL,1976,5,4,6,3,112,43,199,115,390,877,588
Afghanistan,AFG,1976,0,0,0,0,0,0,0,0,0,0,0
Albania,ALB,1976,0,0,0,0,0,0,0,0,0,0,0
Andorra,AND,1976,0,0,0,0,0,0,0,0,0,0,0
Angola,AGO,1976,0,0,0,0,0,0,0,0,0,0,0
Antigua and Barbuda,ATG,1976,0,0,0,0,0,0,0,0,0,0,0
Australia,AUS,1976,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,1976,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,BGD,1976,0,0,0,0,0,0,0,0,0,0,0
Belize,BLZ,1976,0,0,0,0,0,0,0,0,0,0,0
Benin,BEN,1976,0,0,0,0,0,0,0,0,0,0,0
Bhutan,BTN,1976,0,0,0,0,0,0,0,0,0,0,0
Botswana,BWA,1976,0,0,0,0,0,0,0,0,0,0,0
Brunei,BRN,1976,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,1976,0,0,0,0,0,0,0,0,0,0,0
Burkina Faso,BFA,1976,0,0,0,0,0,0,0,0,0,0,0
Burundi,BDI,1976,0,0,0,0,0,0,0,0,0,0,0
Cambodia,KHM,1976,0,0,0,0,0,0,0,0,0,0,0
Cameroon,CMR,1976,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,1976,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,CAF,1976,0,0,0,0,0,0,0,0,0,0,0
Chad,TCD,1976,0,0,0,0,0,0,0,0,0,0,0
China,CHN,1976,0,0,0,0,0,0,0,0,0,0,0
Comoros,COM,1976,0,0,0,0,0,0,0,0,0,0,0
Cote d'Ivoire,CIV,1976,0,0,0,0,0,0,0,0,0,0,0
Cuba,CUB,1976,0,0,0,0,0,0,0,0,0,0,0
Cyprus,CYP,1976,0,0,0,0,0,0,0,0,0,0,0
Czechoslovakia,OWID_CZS,1976,0,0,0,0,0,0,0,0,0,0,0
Democratic Republic of Congo,COD,1976,0,0,0,0,0,0,0,0,0,0,0
Denmark,DNK,1976,0,0,0,0,0,0,0,0,0,0,0
Djibouti,DJI,1976,0,0,0,0,0,0,0,0,0,0,0
Dominica,DMA,1976,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,DOM,1976,0,0,0,0,0,0,0,0,0,0,0
East Germany,OWID_GDR,1976,0,0,0,0,0,0,0,0,0,0,0
East Timor,TLS,1976,0,0,0,0,0,0,0,0,0,0,0
